,id,text,created_at,author_id,in_reply_to_user_id,lang,author,entities,referenced_tweets,media,geo,vader_sentiment_score,vader_sentiment_phrase,Twitter
40,1547618850136420356,RT @SenCortezMasto: Senate Republicans just blocked my bill to protect women who travel for reproductive care and those who help them. They…,2022-07-14 16:27:41+00:00,293131808,,en,"{""url"":""https://t.co/RgQK2NNlz5"",""id"":""293131808"",""created_at"":""2011-05-04T20:23:35.000Z"",""description"":""U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers"",""verified"":true,""username"":""PattyMurray"",""protected"":false,""profile_image_url"":""https://pbs.twimg.com/profile_images/1022425619597062144/WYF3RM9v_normal.jpg"",""public_metrics"":{""followers_count"":487957,""following_count"":2394,""tweet_count"":22985,""listed_count"":3894},""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/RgQK2NNlz5"",""expanded_url"":""http://murray.senate.gov/"",""display_url"":""murray.senate.gov""}]},""description"":{""mentions"":[{""start"":33,""end"":46,""username"":""HELPCmteDems""}]}},""location"":""WA & DC"",""name"":""Senator Patty Murray""}","{""annotations"":[{""start"":20,""end"":37,""probability"":0.5162,""type"":""Organization"",""normalized_text"":""Senate Republicans""}],""mentions"":[{""start"":3,""end"":18,""username"":""SenCortezMasto"",""id"":""811313565760163844""}]}","[{""type"":""retweeted"",""id"":""1547614222535733252"",""context_annotations"":[{""domain"":{""id"":""88"",""name"":""Political Body"",""description"":""A section of a government, like The Supreme Court""},""entity"":{""id"":""961705302700654593"",""name"":""United States Congress"",""description"":""United States Congress""}},{""domain"":{""id"":""10"",""name"":""Person"",""description"":""Named people in the world like Nelson Mandela""},""entity"":{""id"":""890265874191470592"",""name"":""Catherine Cortez Masto"",""description"":""US Senator Catherine Cortez Masto (NV)""}},{""domain"":{""id"":""35"",""name"":""Politician"",""description"":""Politicians in the world, like Joe Biden""},""entity"":{""id"":""890265874191470592"",""name"":""Catherine Cortez Masto"",""description"":""US Senator Catherine Cortez Masto (NV)""}},{""domain"":{""id"":""88"",""name"":""Political Body"",""description"":""A section of a government, like The Supreme Court""},""entity"":{""id"":""877326946253684737"",""name"":""United States Senate"",""description"":""United States Senate""}},{""domain"":{""id"":""88"",""name"":""Political Body"",""description"":""A section of a government, like The Supreme Court""},""entity"":{""id"":""961705302700654593"",""name"":""United States Congress"",""description"":""United States Congress""}}],""created_at"":""2022-07-14T16:09:18.000Z"",""source"":""Twitter Web App"",""public_metrics"":{""retweet_count"":7155,""reply_count"":1093,""like_count"":22839,""quote_count"":473},""entities"":{""annotations"":[{""start"":0,""end"":17,""probability"":0.4468,""type"":""Organization"",""normalized_text"":""Senate Republicans""}]},""reply_settings"":""everyone"",""author_id"":""811313565760163844"",""text"":""Senate Republicans just blocked my bill to protect women who travel for reproductive care and those who help them. They want to allow state legislators to reach across state lines to punish and control women. It’s absolutely outrageous. I won't stop fighting for women's freedom."",""lang"":""en"",""possibly_sensitive"":false,""conversation_id"":""1547614222535733252""}]",,,0.7506,positive,helpcmtedems
41,1547613171665383424,Senate GOP just BLOCKED my bill w/ @SenCortezMasto to protect the right to travel—including to get abortion care. This move shows that they stand w/ extreme politicians trying to hold women captive in their own states rather than defending the right to travel within our country. https://t.co/6ZxWlkbz27,2022-07-14 16:05:08+00:00,293131808,,en,"{""url"":""https://t.co/RgQK2NNlz5"",""id"":""293131808"",""created_at"":""2011-05-04T20:23:35.000Z"",""description"":""U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers"",""verified"":true,""username"":""PattyMurray"",""protected"":false,""profile_image_url"":""https://pbs.twimg.com/profile_images/1022425619597062144/WYF3RM9v_normal.jpg"",""public_metrics"":{""followers_count"":487957,""following_count"":2394,""tweet_count"":22985,""listed_count"":3894},""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/RgQK2NNlz5"",""expanded_url"":""http://murray.senate.gov/"",""display_url"":""murray.senate.gov""}]},""description"":{""mentions"":[{""start"":33,""end"":46,""username"":""HELPCmteDems""}]}},""location"":""WA & DC"",""name"":""Senator Patty Murray""}","{""urls"":[{""start"":280,""end"":303,""url"":""https://t.co/6ZxWlkbz27"",""expanded_url"":""https://twitter.com/PattyMurray/status/1547613171665383424/video/1"",""display_url"":""pic.twitter.com/6ZxWlkbz27"",""media_key"":""13_1547609138112319489""}],""annotations"":[{""start"":7,""end"":9,""probability"":0.6482,""type"":""Organization"",""normalized_text"":""GOP""}],""mentions"":[{""start"":35,""end"":50,""username"":""SenCortezMasto"",""id"":""811313565760163844""}]}",,"[{""media_key"":""13_1547609138112319489"",""type"":""video""}]",,0.4528,positive,helpcmtedems
42,1547608927939858432,RT @SenJackyRosen: It's an honor to preside over the Senate as @SenCortezMasto and @PattyMurray lead our colleagues on the floor to demand…,2022-07-14 15:48:16+00:00,293131808,,en,"{""url"":""https://t.co/RgQK2NNlz5"",""id"":""293131808"",""created_at"":""2011-05-04T20:23:35.000Z"",""description"":""U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers"",""verified"":true,""username"":""PattyMurray"",""protected"":false,""profile_image_url"":""https://pbs.twimg.com/profile_images/1022425619597062144/WYF3RM9v_normal.jpg"",""public_metrics"":{""followers_count"":487957,""following_count"":2394,""tweet_count"":22985,""listed_count"":3894},""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/RgQK2NNlz5"",""expanded_url"":""http://murray.senate.gov/"",""display_url"":""murray.senate.gov""}]},""description"":{""mentions"":[{""start"":33,""end"":46,""username"":""HELPCmteDems""}]}},""location"":""WA & DC"",""name"":""Senator Patty Murray""}","{""annotations"":[{""start"":53,""end"":58,""probability"":0.5773,""type"":""Organization"",""normalized_text"":""Senate""}],""mentions"":[{""start"":3,""end"":17,""username"":""SenJackyRosen"",""id"":""818554054309715969""},{""start"":63,""end"":78,""username"":""SenCortezMasto"",""id"":""811313565760163844""},{""start"":83,""end"":95,""username"":""PattyMurray"",""id"":""293131808""}]}","[{""type"":""retweeted"",""id"":""1547595235353509890"",""context_annotations"":[{""domain"":{""id"":""10"",""name"":""Person"",""description"":""Named people in the world like Nelson Mandela""},""entity"":{""id"":""981251742326177792"",""name"":""Jacky Rosen"",""description"":""US Representative Jacky Rosen (NV-03)""}},{""domain"":{""id"":""35"",""name"":""Politician"",""description"":""Politicians in the world, like Joe Biden""},""entity"":{""id"":""981251742326177792"",""name"":""Jacky Rosen"",""description"":""US Representative Jacky Rosen (NV-03)""}},{""domain"":{""id"":""10"",""name"":""Person"",""description"":""Named people in the world like Nelson Mandela""},""entity"":{""id"":""888186501418205185"",""name"":""Patty Murray"",""description"":""US Senator Patty Murray (WA)\n""}},{""domain"":{""id"":""10"",""name"":""Person"",""description"":""Named people in the world like Nelson Mandela""},""entity"":{""id"":""890265874191470592"",""name"":""Catherine Cortez Masto"",""description"":""US Senator Catherine Cortez Masto (NV)""}},{""domain"":{""id"":""35"",""name"":""Politician"",""description"":""Politicians in the world, like Joe Biden""},""entity"":{""id"":""888186501418205185"",""name"":""Patty Murray"",""description"":""US Senator Patty Murray (WA)\n""}},{""domain"":{""id"":""35"",""name"":""Politician"",""description"":""Politicians in the world, like Joe Biden""},""entity"":{""id"":""890265874191470592"",""name"":""Catherine Cortez Masto"",""description"":""US Senator Catherine Cortez Masto (NV)""}}],""attachments"":{""media_keys"":[""3_1547592818666848257""]},""created_at"":""2022-07-14T14:53:51.000Z"",""source"":""Twitter Web App"",""entities"":{""urls"":[{""start"":234,""end"":257,""url"":""https://t.co/8Hno3ThBps"",""expanded_url"":""https://twitter.com/SenJackyRosen/status/1547595235353509890/photo/1"",""display_url"":""pic.twitter.com/8Hno3ThBps"",""media_key"":""3_1547592818666848257""}],""annotations"":[{""start"":34,""end"":39,""probability"":0.5854,""type"":""Organization"",""normalized_text"":""Senate""}],""mentions"":[{""start"":44,""end"":59,""username"":""SenCortezMasto"",""id"":""811313565760163844""},{""start"":64,""end"":76,""username"":""PattyMurray"",""id"":""293131808""}]},""public_metrics"":{""retweet_count"":71,""reply_count"":32,""like_count"":326,""quote_count"":5},""reply_settings"":""everyone"",""author_id"":""818554054309715969"",""text"":""It's an honor to preside over the Senate as @SenCortezMasto and @PattyMurray lead our colleagues on the floor to demand protections for women's right to access the reproductive care they need, even if that means crossing state lines. https://t.co/8Hno3ThBps"",""lang"":""en"",""possibly_sensitive"":false,""conversation_id"":""1547595235353509890""}]",,,0.4939,positive,helpcmtedems
43,1547608869056028676,RT @SenCortezMasto: I’m urging passage of my Freedom to Travel for Health Care bill with @PattyMurray and our Democratic colleagues on the…,2022-07-14 15:48:02+00:00,293131808,,en,"{""url"":""https://t.co/RgQK2NNlz5"",""id"":""293131808"",""created_at"":""2011-05-04T20:23:35.000Z"",""description"":""U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers"",""verified"":true,""username"":""PattyMurray"",""protected"":false,""profile_image_url"":""https://pbs.twimg.com/profile_images/1022425619597062144/WYF3RM9v_normal.jpg"",""public_metrics"":{""followers_count"":487957,""following_count"":2394,""tweet_count"":22985,""listed_count"":3894},""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/RgQK2NNlz5"",""expanded_url"":""http://murray.senate.gov/"",""display_url"":""murray.senate.gov""}]},""description"":{""mentions"":[{""start"":33,""end"":46,""username"":""HELPCmteDems""}]}},""location"":""WA & DC"",""name"":""Senator Patty Murray""}","{""mentions"":[{""start"":3,""end"":18,""username"":""SenCortezMasto"",""id"":""811313565760163844""},{""start"":89,""end"":101,""username"":""PattyMurray"",""id"":""293131808""}]}","[{""type"":""retweeted"",""id"":""1547594694871302145"",""context_annotations"":[{""domain"":{""id"":""10"",""name"":""Person"",""description"":""Named people in the world like Nelson Mandela""},""entity"":{""id"":""888186501418205185"",""name"":""Patty Murray"",""description"":""US Senator Patty Murray (WA)\n""}},{""domain"":{""id"":""10"",""name"":""Person"",""description"":""Named people in the world like Nelson Mandela""},""entity"":{""id"":""890265874191470592"",""name"":""Catherine Cortez Masto"",""description"":""US Senator Catherine Cortez Masto (NV)""}},{""domain"":{""id"":""35"",""name"":""Politician"",""description"":""Politicians in the world, like Joe Biden""},""entity"":{""id"":""888186501418205185"",""name"":""Patty Murray"",""description"":""US Senator Patty Murray (WA)\n""}},{""domain"":{""id"":""35"",""name"":""Politician"",""description"":""Politicians in the world, like Joe Biden""},""entity"":{""id"":""890265874191470592"",""name"":""Catherine Cortez Masto"",""description"":""US Senator Catherine Cortez Masto (NV)""}},{""domain"":{""id"":""30"",""name"":""Entities [Entity Service]"",""description"":""Entity Service top level domain, every item that is in Entity Service should be in this domain""},""entity"":{""id"":""839159814991167489"",""name"":""Travel"",""description"":""Travel""}},{""domain"":{""id"":""66"",""name"":""Interests and Hobbies Category"",""description"":""A grouping of interests and hobbies entities, like Novelty Food or Destinations""},""entity"":{""id"":""839160129752686593"",""name"":""General Travel"",""description"":""General Travel""}},{""domain"":{""id"":""67"",""name"":""Interests and Hobbies"",""description"":""Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks""},""entity"":{""id"":""839161975712067584"",""name"":""Travel Actions"",""description"":""This entity includes all conversations about travel and vacation.""}}],""created_at"":""2022-07-14T14:51:42.000Z"",""source"":""Twitter Web App"",""entities"":{""urls"":[{""start"":256,""end"":279,""url"":""https://t.co/4zppmA42KM"",""expanded_url"":""https://twitter.com/i/broadcasts/1dRKZllYjbNJB"",""display_url"":""twitter.com/i/broadcasts/1…"",""images"":[{""url"":""https://pbs.twimg.com/news_img/1550430802214674432/HBBUUdfI?format=jpg&name=orig"",""width"":1920,""height"":1080},{""url"":""https://pbs.twimg.com/news_img/1550430802214674432/HBBUUdfI?format=jpg&name=150x150"",""width"":150,""height"":150}],""status"":200,""title"":""Senator Cortez Masto"",""description"":""Urging Passage on the Freedom to Travel for Health Care Act"",""unwound_url"":""https://twitter.com/i/broadcasts/1dRKZllYjbNJB""}],""mentions"":[{""start"":69,""end"":81,""username"":""PattyMurray"",""id"":""293131808""}]},""public_metrics"":{""retweet_count"":117,""reply_count"":39,""like_count"":457,""quote_count"":7},""reply_settings"":""everyone"",""author_id"":""811313565760163844"",""text"":""I’m urging passage of my Freedom to Travel for Health Care bill with @PattyMurray and our Democratic colleagues on the Senate floor. Every woman deserves the right to reproductive health care— including abortion care. I will always fight for this freedom. https://t.co/4zppmA42KM"",""lang"":""en"",""possibly_sensitive"":false,""conversation_id"":""1547594694871302145""}]",,,0.8126,positive,helpcmtedems
45,1547604976326742016,"I’m headed to the Senate floor with @SenCortezMasto to call for a vote on our bill to protect every American’s right to travel across state lines—including to get or provide a lawful abortion.

This shouldn’t be controversial. https://t.co/r2rL9NFLkh",2022-07-14 15:32:34+00:00,293131808,,en,"{""url"":""https://t.co/RgQK2NNlz5"",""id"":""293131808"",""created_at"":""2011-05-04T20:23:35.000Z"",""description"":""U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers"",""verified"":true,""username"":""PattyMurray"",""protected"":false,""profile_image_url"":""https://pbs.twimg.com/profile_images/1022425619597062144/WYF3RM9v_normal.jpg"",""public_metrics"":{""followers_count"":487957,""following_count"":2394,""tweet_count"":22985,""listed_count"":3894},""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/RgQK2NNlz5"",""expanded_url"":""http://murray.senate.gov/"",""display_url"":""murray.senate.gov""}]},""description"":{""mentions"":[{""start"":33,""end"":46,""username"":""HELPCmteDems""}]}},""location"":""WA & DC"",""name"":""Senator Patty Murray""}","{""urls"":[{""start"":227,""end"":250,""url"":""https://t.co/r2rL9NFLkh"",""expanded_url"":""https://twitter.com/i/broadcasts/1dRKZllYjbNJB"",""display_url"":""twitter.com/i/broadcasts/1…"",""images"":[{""url"":""https://pbs.twimg.com/news_img/1550430802214674432/HBBUUdfI?format=jpg&name=orig"",""width"":1920,""height"":1080},{""url"":""https://pbs.twimg.com/news_img/1550430802214674432/HBBUUdfI?format=jpg&name=150x150"",""width"":150,""height"":150}],""status"":200,""title"":""Senator Cortez Masto"",""description"":""Urging Passage on the Freedom to Travel for Health Care Act"",""unwound_url"":""https://twitter.com/i/broadcasts/1dRKZllYjbNJB""}],""annotations"":[{""start"":18,""end"":23,""probability"":0.5875,""type"":""Organization"",""normalized_text"":""Senate""}],""mentions"":[{""start"":36,""end"":51,""username"":""SenCortezMasto"",""id"":""811313565760163844""}]}",,,,0.2023,positive,helpcmtedems
49,1547391614871638024,"Generation to generation, women's ability to make their own health care decisions has changed drastically—and the SCOTUS decision that ripped away the constitutional right to abortion dragged our country backwards.

Watch this powerful testimony from today's Senate HELP hearing. https://t.co/fHdLrQg8A9",2022-07-14 01:24:44+00:00,293131808,,en,"{""url"":""https://t.co/RgQK2NNlz5"",""id"":""293131808"",""created_at"":""2011-05-04T20:23:35.000Z"",""description"":""U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers"",""verified"":true,""username"":""PattyMurray"",""protected"":false,""profile_image_url"":""https://pbs.twimg.com/profile_images/1022425619597062144/WYF3RM9v_normal.jpg"",""public_metrics"":{""followers_count"":487957,""following_count"":2394,""tweet_count"":22985,""listed_count"":3894},""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/RgQK2NNlz5"",""expanded_url"":""http://murray.senate.gov/"",""display_url"":""murray.senate.gov""}]},""description"":{""mentions"":[{""start"":33,""end"":46,""username"":""HELPCmteDems""}]}},""location"":""WA & DC"",""name"":""Senator Patty Murray""}","{""urls"":[{""start"":280,""end"":303,""url"":""https://t.co/fHdLrQg8A9"",""expanded_url"":""https://twitter.com/PattyMurray/status/1547391614871638024/video/1"",""display_url"":""pic.twitter.com/fHdLrQg8A9"",""media_key"":""13_1547305904651079681""}],""annotations"":[{""start"":114,""end"":119,""probability"":0.9178,""type"":""Organization"",""normalized_text"":""SCOTUS""}]}",,"[{""media_key"":""13_1547305904651079681"",""type"":""video""}]",,0.8997,positive,helpcmtedems
50,1547363805365211140,"With Republicans pushing abortion bans in states across the country, we have to help make sure patients can still get the family planning services they need.

@SenFeinstein, @SenWarren, and I are leading the push for more funding for the critical #TitleX program.",2022-07-13 23:34:14+00:00,293131808,,en,"{""url"":""https://t.co/RgQK2NNlz5"",""id"":""293131808"",""created_at"":""2011-05-04T20:23:35.000Z"",""description"":""U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers"",""verified"":true,""username"":""PattyMurray"",""protected"":false,""profile_image_url"":""https://pbs.twimg.com/profile_images/1022425619597062144/WYF3RM9v_normal.jpg"",""public_metrics"":{""followers_count"":487957,""following_count"":2394,""tweet_count"":22985,""listed_count"":3894},""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/RgQK2NNlz5"",""expanded_url"":""http://murray.senate.gov/"",""display_url"":""murray.senate.gov""}]},""description"":{""mentions"":[{""start"":33,""end"":46,""username"":""HELPCmteDems""}]}},""location"":""WA & DC"",""name"":""Senator Patty Murray""}","{""annotations"":[{""start"":5,""end"":15,""probability"":0.8417,""type"":""Organization"",""normalized_text"":""Republicans""}],""hashtags"":[{""start"":247,""end"":254,""tag"":""TitleX""}],""mentions"":[{""start"":159,""end"":172,""username"":""SenFeinstein"",""id"":""476256944""},{""start"":174,""end"":184,""username"":""SenWarren"",""id"":""970207298""}]}",,,,0.4019,positive,helpcmtedems
51,1547346717384867840,"Amidst this dystopian reality that Republicans have created, where some women are forced to travel hundreds of miles for essential reproductive care, we will not stop fighting to protect women's most fundamental right to bodily autonomy. https://t.co/pu81Yv0wIU",2022-07-13 22:26:20+00:00,18695134,18695134,en,"{""url"":""https://t.co/WlmjlZZ81H"",""id"":""18695134"",""pinned_tweet_id"":""1532823616471154689"",""created_at"":""2009-01-06T21:01:12.000Z"",""description"":""U.S. Senator from New Jersey. @SFRCdems Chairman 🇺🇸 Loving husband to Nadine. Proud father of Alicia & Rob. Proud grandfather of Evangelina, Ofelia & Olivia."",""verified"":true,""username"":""SenatorMenendez"",""protected"":false,""profile_image_url"":""https://pbs.twimg.com/profile_images/1513631470514061319/PSrOVody_normal.jpg"",""public_metrics"":{""followers_count"":213904,""following_count"":1052,""tweet_count"":18120,""listed_count"":3958},""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/WlmjlZZ81H"",""expanded_url"":""http://menendez.senate.gov"",""display_url"":""menendez.senate.gov""}]},""description"":{""mentions"":[{""start"":30,""end"":39,""username"":""SFRCdems""}]}},""location"":""New Jersey, USA"",""name"":""Senator Bob Menendez""}","{""urls"":[{""start"":238,""end"":261,""url"":""https://t.co/pu81Yv0wIU"",""expanded_url"":""https://www.menendez.senate.gov/newsroom/press/menendez-joins-colleagues-in-introducing-legislation-to-protect-the-right-of-women-to-cross-state-lines-to-seek-reproductive-health-care"",""display_url"":""menendez.senate.gov/newsroom/press…"",""images"":[{""url"":""https://pbs.twimg.com/news_img/1547346719507087367/xi9n3bzw?format=jpg&name=orig"",""width"":1200,""height"":630},{""url"":""https://pbs.twimg.com/news_img/1547346719507087367/xi9n3bzw?format=jpg&name=150x150"",""width"":150,""height"":150}],""status"":200,""title"":""Menendez Joins Colleagues in Introducing Legislation to Protect the Right of Women to Cross State Lines to Seek Reproductive Health Care | U.S. Senator Bob Menendez of New Jersey"",""description"":""WASHINGTON, D.C. – U.S. Senator Bob Menendez (D-N.J.) today joined a group of Democratic colleagues..."",""unwound_url"":""https://www.menendez.senate.gov/newsroom/press/menendez-joins-colleagues-in-introducing-legislation-to-protect-the-right-of-women-to-cross-state-lines-to-seek-reproductive-health-care""}],""annotations"":[{""start"":35,""end"":45,""probability"":0.8668,""type"":""Organization"",""normalized_text"":""Republicans""}]}","[{""type"":""replied_to"",""id"":""1547346715312885763"",""context_annotations"":[{""domain"":{""id"":""10"",""name"":""Person"",""description"":""Named people in the world like Nelson Mandela""},""entity"":{""id"":""888518817386700802"",""name"":""Bob Menendez"",""description"":""US Senator Bob Menendez (NJ)""}},{""domain"":{""id"":""35"",""name"":""Politician"",""description"":""Politicians in the world, like Joe Biden""},""entity"":{""id"":""888518817386700802"",""name"":""Bob Menendez"",""description"":""US Senator Bob Menendez (NJ)""}},{""domain"":{""id"":""30"",""name"":""Entities [Entity Service]"",""description"":""Entity Service top level domain, every item that is in Entity Service should be in this domain""},""entity"":{""id"":""839159814991167489"",""name"":""Travel"",""description"":""Travel""}},{""domain"":{""id"":""66"",""name"":""Interests and Hobbies Category"",""description"":""A grouping of interests and hobbies entities, like Novelty Food or Destinations""},""entity"":{""id"":""839160129752686593"",""name"":""General Travel"",""description"":""General Travel""}},{""domain"":{""id"":""67"",""name"":""Interests and Hobbies"",""description"":""Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks""},""entity"":{""id"":""839161975712067584"",""name"":""Travel Actions"",""description"":""This entity includes all conversations about travel and vacation.""}}],""attachments"":{""media_keys"":[""3_1547346390891827202""]},""created_at"":""2022-07-13T22:26:19.000Z"",""source"":""Twitter Web App"",""entities"":{""urls"":[{""start"":279,""end"":302,""url"":""https://t.co/P82xwHHLVk"",""expanded_url"":""https://twitter.com/SenatorMenendez/status/1547346715312885763/photo/1"",""display_url"":""pic.twitter.com/P82xwHHLVk"",""media_key"":""3_1547346390891827202""}]},""public_metrics"":{""retweet_count"":10,""reply_count"":5,""like_count"":45,""quote_count"":1},""reply_settings"":""everyone"",""author_id"":""18695134"",""text"":""Yesterday I joined several of my Democratic colleagues in introducing the Freedom To Travel For Health Care Act to reinforce a woman’s right to cross state lines to access reproductive health care services and protect health care providers in pro-choice states from prosecution. https://t.co/P82xwHHLVk"",""lang"":""en"",""possibly_sensitive"":false,""conversation_id"":""1547346715312885763""}]",,,0.7781,positive,sfrcdems
52,1547346715312885763,Yesterday I joined several of my Democratic colleagues in introducing the Freedom To Travel For Health Care Act to reinforce a woman’s right to cross state lines to access reproductive health care services and protect health care providers in pro-choice states from prosecution. https://t.co/P82xwHHLVk,2022-07-13 22:26:19+00:00,18695134,,en,"{""url"":""https://t.co/WlmjlZZ81H"",""id"":""18695134"",""pinned_tweet_id"":""1532823616471154689"",""created_at"":""2009-01-06T21:01:12.000Z"",""description"":""U.S. Senator from New Jersey. @SFRCdems Chairman 🇺🇸 Loving husband to Nadine. Proud father of Alicia & Rob. Proud grandfather of Evangelina, Ofelia & Olivia."",""verified"":true,""username"":""SenatorMenendez"",""protected"":false,""profile_image_url"":""https://pbs.twimg.com/profile_images/1513631470514061319/PSrOVody_normal.jpg"",""public_metrics"":{""followers_count"":213904,""following_count"":1052,""tweet_count"":18120,""listed_count"":3958},""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/WlmjlZZ81H"",""expanded_url"":""http://menendez.senate.gov"",""display_url"":""menendez.senate.gov""}]},""description"":{""mentions"":[{""start"":30,""end"":39,""username"":""SFRCdems""}]}},""location"":""New Jersey, USA"",""name"":""Senator Bob Menendez""}","{""urls"":[{""start"":279,""end"":302,""url"":""https://t.co/P82xwHHLVk"",""expanded_url"":""https://twitter.com/SenatorMenendez/status/1547346715312885763/photo/1"",""display_url"":""pic.twitter.com/P82xwHHLVk"",""media_key"":""3_1547346390891827202""}]}",,"[{""media_key"":""3_1547346390891827202"",""type"":""photo""}]",,0.9217,positive,sfrcdems
54,1547309650550333442,"Republicans are going to force women to stay pregnant, not just when they don’t want to be—but even when it could KILL THEM.

For women like Elisabeth from Spokane, WA, the stakes could not be higher. https://t.co/g3u5oQVKbO",2022-07-13 19:59:02+00:00,293131808,,en,"{""url"":""https://t.co/RgQK2NNlz5"",""id"":""293131808"",""created_at"":""2011-05-04T20:23:35.000Z"",""description"":""U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers"",""verified"":true,""username"":""PattyMurray"",""protected"":false,""profile_image_url"":""https://pbs.twimg.com/profile_images/1022425619597062144/WYF3RM9v_normal.jpg"",""public_metrics"":{""followers_count"":487957,""following_count"":2394,""tweet_count"":22985,""listed_count"":3894},""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/RgQK2NNlz5"",""expanded_url"":""http://murray.senate.gov/"",""display_url"":""murray.senate.gov""}]},""description"":{""mentions"":[{""start"":33,""end"":46,""username"":""HELPCmteDems""}]}},""location"":""WA & DC"",""name"":""Senator Patty Murray""}","{""urls"":[{""start"":201,""end"":224,""url"":""https://t.co/g3u5oQVKbO"",""expanded_url"":""https://twitter.com/PattyMurray/status/1547309650550333442/video/1"",""display_url"":""pic.twitter.com/g3u5oQVKbO"",""media_key"":""13_1547274733217095681""}],""annotations"":[{""start"":0,""end"":10,""probability"":0.7384,""type"":""Organization"",""normalized_text"":""Republicans""},{""start"":141,""end"":149,""probability"":0.832,""type"":""Person"",""normalized_text"":""Elisabeth""},{""start"":156,""end"":166,""probability"":0.7529,""type"":""Place"",""normalized_text"":""Spokane, WA""}]}",,"[{""media_key"":""13_1547274733217095681"",""type"":""video""}]",,-0.5622,negative,helpcmtedems
56,1547277716357013516,"Just last week I was at Planned Parenthood in Spokane—only miles from the Idaho border.

Providers there are already seeing an uptick of patients and anticipating more when Idaho’s extreme abortion ban goes into effect—meaning less resources for WA state patients, too. https://t.co/wOuK7uC9EG",2022-07-13 17:52:09+00:00,293131808,,en,"{""url"":""https://t.co/RgQK2NNlz5"",""id"":""293131808"",""created_at"":""2011-05-04T20:23:35.000Z"",""description"":""U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers"",""verified"":true,""username"":""PattyMurray"",""protected"":false,""profile_image_url"":""https://pbs.twimg.com/profile_images/1022425619597062144/WYF3RM9v_normal.jpg"",""public_metrics"":{""followers_count"":487957,""following_count"":2394,""tweet_count"":22985,""listed_count"":3894},""entities"":{""url"":{""urls"":[{""start"":0,""end"":23,""url"":""https://t.co/RgQK2NNlz5"",""expanded_url"":""http://murray.senate.gov/"",""display_url"":""murray.senate.gov""}]},""description"":{""mentions"":[{""start"":33,""end"":46,""username"":""HELPCmteDems""}]}},""location"":""WA & DC"",""name"":""Senator Patty Murray""}","{""urls"":[{""start"":270,""end"":293,""url"":""https://t.co/wOuK7uC9EG"",""expanded_url"":""https://twitter.com/PattyMurray/status/1547277716357013516/video/1"",""display_url"":""pic.twitter.com/wOuK7uC9EG"",""media_key"":""13_1547262216285704195""}],""annotations"":[{""start"":24,""end"":41,""probability"":0.9,""type"":""Organization"",""normalized_text"":""Planned Parenthood""},{""start"":46,""end"":52,""probability"":0.9962,""type"":""Place"",""normalized_text"":""Spokane""},{""start"":74,""end"":78,""probability"":0.867,""type"":""Place"",""normalized_text"":""Idaho""},{""start"":173,""end"":177,""probability"":0.9217,""type"":""Place"",""normalized_text"":""Idaho""}]}",,"[{""media_key"":""13_1547262216285704195"",""type"":""video""}]",,-0.5965,negative,helpcmtedems
